id,fonds,Numero_inventaire,Classement_thematique,Type_document,ISSN,ISBN,Auteur1,Fonction1,Auteur2,Fonction2,Auteur3,Fonction3,Auteur4,Fonction4,Auteur5,Fonction5,Auteur6,Fonction6,Titre,Titre_moderne,Sous_titre,Lieu_edition1,Lieu_edition2,Editeur1,Editeur2,Adresse_editeur1,Adresse_editeur2,Collection,Annee_edition,Numero_edition,Tome,Numero_de_volume,Nb_volumes,Nb_Pages,Format,Privileges_royaux_et_date_approbation,Ex_libris,Lien_hypertexte,Illustrations,Notes,Provenance,Disponible,Emprunteur,Date_emprunt,Financement
,ancien,375,D.II.57 bis,OUVRAGE,,,JUSTINIEN 1er (empereur),Auteur,,,,,,,,,,,Pandectae justifiant in novum ordinem digestae… ,,,Lugduni (Lyon),,Bernuset et Sociorum,,,,,1782,nouvelle édition,Tome 1,,3,695,in-fol.,oui,,,,2e exemplaire,Bibliothèque Faculté de Droit de Dijon,OUI,,,
,ancien,376,D.II.57 bis,OUVRAGE,,,JUSTINIEN 1er (empereur),Auteur,,,,,,,,,,,Pandectae justifiant in novum ordinem digestae… ,,,Lugduni (Lyon),,Bernuset et Sociorum,,,,,1782,nouvelle édition,Tome 2,,3,707,in-fol.,oui,,,,2e exemplaire,Bibliothèque Faculté de Droit de Dijon,OUI,,,
,ancien,377,D.II.57 bis,OUVRAGE,,,JUSTINIEN 1er (empereur),Auteur,,,,,,,,,,,Pandectae justifiant in novum ordinem digestae… ,,,Lugduni (Lyon),,Bernuset et Sociorum,,,,,1782,nouvelle édition,Tome 3,,3,956,in-fol.,oui,,,,2e exemplaire,Bibliothèque Faculté de Droit de Dijon,OUI,,,
,ancien,378,D.I.58,OUVRAGE,,,MÜHLENBRUCH Christian Friedrich,Auteur,,,,,,,,,,,Doctrina pandectarum,,,Bruxellis (Bruxelles),,Hauman,,,,,1838,nouvelle édition,,,1,724,in-8,,,,,,Bibliothèque Renardet,OUI,,,
,ancien,379,D.I.59,OUVRAGE,,,GODEFROY Denys,Auteur,,,,,,,,,,,Conciliatio legum in speciem pugnacité quas in notis ad Pandectas juris civilis…,,,Parisiis (Paris),,"Videcoq, éditeur","Brière, bibliopolam","in foro dicto du Pantheon, n° 6","via dicta des Noyers, n° 37",,1821,nouvelle édition,Tome 2,,1,276,in-8,,,,,pas de tome 1,Bibliothèque Villequez,OUI,,,
,ancien,380,D.II.60,MANUSCRIT,,,PELLAT Charles-Auguste,Auteur,,,,,,,,,,,Cours de Pandectes fait à l’école de Paris… pendant les années 1843-1844-1845,,,s.l.,,s.n.,,,,,1843-1844,,,,1,s.p.,in-4,,,,,,Bibliothèque Villequez,OUI,,,
,ancien,381,D.I.61,OUVRAGE,,,COLOMBET Claude,Auteur,,,,,,,,,,,Paratitla in quinquaginta libros Pandectarum,,,Parisiis (Paris),,Théodore Girard,,,,,1668,,,,1,[XIV]-index-838,in-12,,,,,,Bibliothèque Villequez,OUI,,,
,ancien,382,D.I.62,OUVRAGE,,,PEREZIUS Antoine,Auteur,,,,,,,,,,,Commentarius in quinque et viginti Digestorum libros,,,Amstelodami (Amsterdam),,Danielem Elzevirium,,,,,1669,,,,1,442,in-4,,,,,,Bibliothèque Renardet,OUI,,,
,ancien,383,D.II.63,OUVRAGE,,,PEREZIUS Antoine,Auteur,,,,,,,,,,,Commentarius in quinque et viginti Digestorum libros,,,Amstelodami (Amsterdam),,Danielem Elzevirium,,,,,1669,,,,1,442,in-4,,,,,2e exemplaire,Bibliothèque Villequez,OUI,,,
,ancien,384,D.II.64,OUVRAGE,,,VOET Johannes,Auteur,,,,,,,,,,,Commentarius ad pandectas…,,,Hagae-Comitum (La Haye),,Pierre de Hondt,,,,,1731,6e édition,Tome 1,,2,[XVIII]-974-index-1180-index,in-fol.,oui,,,,notes manuscrites sur la page de garde,Bibliothèque Villequez,OUI,,,
,ancien,385,D.II.64,OUVRAGE,,,VOET Johannes,Auteur,,,,,,,,,,,Commentarius ad pandectas…,,,Hagae-Comitum (La Haye),,Pierre de Hondt,,,,,1731,6e édition,Tome 2,,2,[XVIII]-974-index-1180-index,in-fol.,,,,,,Bibliothèque Villequez,OUI,,,
,ancien,386,D.I.65,OUVRAGE,,,VOET Johannes,Auteur,,,,,,,,,,,Commentarius ad Pandectas,,,Parisiis (Paris),,Gauthier fratres,,,,,1827,nouvelle édition,Tome 1,,4,735,in-4,,,,,,Bibliothèque Renardet,OUI,,,
,ancien,387,D.I.65,OUVRAGE,,,VOET Johannes,Auteur,,,,,,,,,,,Commentarius ad Pandectas,,,Parisiis (Paris),,Gauthier fratres,,,,,1829,,Tome 2,,4,700,in-4,,,,,,Bibliothèque Renardet,OUI,,,
,ancien,388,D.I.65,OUVRAGE,,,VOET Johannes,Auteur,,,,,,,,,,,Commentarius ad Pandectas,,,Parisiis (Paris),,Gauthier fratres,,,,,1829,,Tome 3,,4,689,in-4,,,,,,Bibliothèque Renardet,OUI,,,
,ancien,389,D.I.65,OUVRAGE,,,VOET Johannes,Auteur,,,,,,,,,,,Commentarius ad Pandectas,,,Parisiis (Paris),,Gauthier fratres,,,,,1829,,Tome 4,,4,676-178,in-4,,,,,,Bibliothèque Renardet,OUI,,,
,ancien,390,D.I.65,OUVRAGE,,,VOET Johannes,Auteur,,,,,,,,,,,Table des commentaires de J. Voet,,,Parisiis (Paris),,Gauthier fratres,,,,,1841,,,,1,187,in-4,,,,,,Bibliothèque Renardet,OUI,,,
,ancien,391,D.I.66,OUVRAGE,,,VOET Johannes,Auteur,,,,,,,,,,,Compendium juris juxta seriem Pandectarum…,,,Lovanii (Louvain),,Martin van Overbeke,,prope Academiam,,,1736,7e édition,,,1,608,in-8,"oui, 14 octobre 1729",,,,,Bibliothèque Villequez,OUI,,,
,ancien,392,D.I.67,OUVRAGE,,,ZOESIUS Henri,Auteur,,,,,,,,,,,Commentarius ad Digestorum seu Pandectarum juris civilis libros,,,Coloniae (Cologne),,Andrea et Friderici Bingiorum,,,,,1651,,,,1,1116,in-4,,,,"oui, planches",,Bibliothèque Villequez,OUI,,,
,ancien,393,D.II.68,OUVRAGE,,,ZOESIUS Henri,Auteur,,,,,,,,,,,Commentarius ad Digestorum seu Pandectarum juris civilis libros,,,Bruxellis (Bruxelles),,Francisci Foppens,,,,,1718,4e édition,,,1,928,in-fol.,"oui, 7 janvier 1710",,,oui,,Bibliothèque Renardet,OUI,,,
,ancien,394,D.II.69,OUVRAGE,,,WESENBECIUS Matheus,Auteur,,,,,,,,,,,In pandectes juris civilis et Codicis Justinianei libros IX. Commentarii,,,Avreliae Allobrogum,,Stephanus Gamonetus,,,,,1609,,,,1,[X]-1032-index-[IV]-218,in-4,,,,,,Bibliothèque Villequez,OUI,,,
,ancien,395,D.I.70,OUVRAGE,,,WESENBECIUS Matheus,Auteur,,,,,,,,,,,"In Pandectas juris civilis et Codicis justifiant, libros commentarii",,,Genevae (Genève),,Petrum & Jacobum Chouët,,,,,1623,,,,1,1785-379,in-8,,,,,,Bibliothèque Renardet,OUI,,,
,ancien,396,D.I.71,OUVRAGE,,,CORNIVUS VAN BELDERN Arnold,Auteur,,,,,,,,,,,Digestorum per aphorismos strictim explicatorum,,,Amstelodami (Amsterdam),,Danielem Elzevirium,,,,,1663,,,,1,631,in-12,,,,oui,,Bibliothèque Villequez,OUI,,,
,ancien,397,D.II.72,OUVRAGE,,,FABRE Antoine,Auteur,,,,,,,,,,,Rationalia in Pandectas,,,Lugduni (Lyon),,Philippe Borde & Laurent Arnaud & Claude Rigaud,,,,,1659,nouvelle édition,Tome 1,,4,488,in-fol.,,oui,,oui,,Bibliothèque Villequez,OUI,,,
,ancien,398,D.II.72,OUVRAGE,,,FABRE Antoine,Auteur,,,,,,,,,,,Rationalia in Pandectas,,,Lugduni (Lyon),,Philippe Borde & Laurent Arnaud & Claude Rigaud,,,,,1663,nouvelle édition,Tome 2,,4,680,in-fol.,oui,,,,,Bibliothèque Villequez,OUI,,,
,ancien,399,D.II.72,OUVRAGE,,,FABRE Antoine,Auteur,,,,,,,,,,,Rationalia in Pandectas,,,Lugduni (Lyon),,Philippe Borde & Laurent Arnaud & Claude Rigaud,,,,,1663,nouvelle édition,Tome 3,,4,696,in-fol.,,,,,,Bibliothèque Villequez,OUI,,,
,ancien,400,D.II.72,OUVRAGE,,,FABRE Antoine,Auteur,,,,,,,,,,,Codex Fabrianus…,,,Genevae (Genève),,P. Chouët,,,,,1649,nouvelle édition,Tome 4,,4,1234,in-fol.,"oui, 6 décembre 1605",oui,,oui,,,OUI,,,
,ancien,401,D.II.73,OUVRAGE,,,WISSENBACH Jean,Auteur,,,,,,,,,,,Exercitationum ad quinquaginta libros Pandectarum partes duae…,,,Franekerae Frisiorum,,"Johannis Arcerii, bibliopolam",,,,,1661,3e édition,,,1,1131-278-231,in-4,,,,oui,,Bibliothèque Villequez,OUI,,,
,ancien,402,D.I.74,OUVRAGE,,,SCHULTING Anton,Auteur,,,,,,,,,,,Notae ad Digesta seu Pandectas,,,Lugduni Batavorum (Leyde),,Luchtmans,,,,,1804,,Tome 1,,2,620,in-8,,,,oui,pas de tome 2,Bibliothèque Villequez,OUI,,,
,ancien,403,D.I.75,OUVRAGE,,,NOODT Gerard,Auteur,,,,,,,,,,,Opera omnia... ,,,Coloniae (Cologne),,J.G. Huisch,,,,,1732,,Tome 1,,2,449,in-fol.,,,,,notes manuscrites en 1ère page,Bibliothèque Villequez,OUI,,,
,ancien,404,D.I.75,OUVRAGE,,,NOODT Gerard,Auteur,,,,,,,,,,,Opera omnia... ,,,Coloniae (Cologne),,J.G. Huisch,,,,,1732,,Tome 2,,2,449,in-fol.,,,,,,Bibliothèque Villequez,OUI,,,
,ancien,405,D.I.76,OUVRAGE,,,BALBUS Johannes Franciscus,Auteur,,,,,,,,,,,De praescriptionibus tractatus,,,Coloniae (Cologne),,J. Birckmann et T. Baum,,,,,1573,,,,1,676,in-8,,,,oui,,Bibliothèque Villequez,OUI,,,
,ancien,406,D.I.77,OUVRAGE,,,ACCARIAS Calixte,Auteur,,,,,,,,,,,Théorie des contrats innomés et explication du titre de praescriptis verbis du Gideste,,,Paris,,Retaux frères,,,,,1866,,,,1,390,in-4,,,,,,Bibliothèque Renardet,OUI,,,
,ancien,407,D.I.78,OUVRAGE,,,BRONCHORS Everardus,Auteur,,,,,,,,,,,In titulum digestorum de Diversis regulis juris,,,Lugduni Batavorum (Leyde),,Elzeviriana,,,,,1648,,,,1,355,in-12,,,,,,Bibliothèque Villequez,MANQUANT,,,
,ancien,408,D.I.79,OUVRAGE,,,DEMANGEAT Charles,Auteur,,,,,,,,,,,Des obligations solidaires en droit romain. Commentaire du titre de duobus reis au Digeste,,,Paris,,"A. Marescq aîné, libraire-éditeur",,"rue Soufflot, 17",,,1858,,,,1,440,in-4,,,,,,Bibliothèque Renardet,OUI,,,
,ancien,409,D.I.80,OUVRAGE,,,DEMANGEAT Charles,Auteur,,,,,,,,,,,De la condition du fonds dotal en droit romain. Commentaire du titre du Digeste de fundo dotali,,,Paris,,"A. Marescq aîné, libraire-éditeur",,"rue Soufflot, 17",,,1860,,,,1,408,in-4,,,,,,Bibliothèque Renardet,OUI,,,
,ancien,410,D.II.81,OUVRAGE,,,DANTOINE Jean-Baptiste,Auteur,,,,,,,,,,,"Les règles du droit civil dans le même ordre qu’elles sont disposées au dernier titre du Digeste, traduites en françois avec des explications et des commentaires sur chaque règle…",,,Lion (Lyon),,Leonard Plaignard,,"rue Mercière, au grand Hercule",,,1710,,,,1,604,in-4,,,,oui,,Bibliothèque Villequez,OUI,,,
,ancien,411,D.II.82,OUVRAGE,,,WESTENBERG Johannes Ortwinus,Auteur,,,,,,,,,,,"Principia juris, secundo ordinem Digestorum seu Pandectarum, in usum auditorum vulgata",,,Lugduni Batavorum (Leyde),,Luchtmans,,,,,1764,4e édition,,,1,1224,in-4,,,,,notes manuscrites en page de garde,Bibliothèque Villequez,OUI,,,
,ancien,412,D.I.83,OUVRAGE,,,PLACENTIN,Auteur,,,,,,,,,,,Summa codicis,,,Torino (Turin),,Bottega d’Erasmo,,,,,1962,,,,1,454,in-fol.,,,,,"réimpression de : In codicis domini justiniani… summa a Placentino…- Mayence, s.n., 1536.",,OUI,,,
,ancien,413,D.I.84,OUVRAGE,,,PEREZIUS Antoine,Auteur,,,,,,,,,,,Praelectiones in duodecim libros Codicis Justiniani imperators,,,Antverpiae (Anvers),,Joannem Baptistam Verdussen,,via vulgo Cammerstraet fub figno duraum Ciconiarum,,,1738,dernière édition,Tome 1,,2,690,in-4,oui,oui,,,,,OUI,,,
,ancien,414,D.I.84,OUVRAGE,,,PEREZIUS Antoine,Auteur,,,,,,,,,,,Praelectiones in duodecim libros Codicis Justiniani imperators,,,Antverpiae (Anvers),,Joannem Baptistam Verdussen,,via vulgo Cammerstraet fub figno duraum Ciconiarum,,,1738,dernière édition,Tome 2,,2,690,in-4,,,,,,,OUI,,,
,ancien,415,D.I.85,OUVRAGE,,,PEREZIUS Antoine,Auteur,,,,,,,,,,,Praelectiones in duodecim libros Codicis Justiniani imperators,,,Coloniae Allobrogum (Cologne),,Henricum-Albertum Gosse & Soc.,,,,,1740,dernière édition,Tome 1,,2,690,in-4,,,,,2e exemplaire,Bibliothèque Renardet,OUI,,,
,ancien,416,D.I.85,OUVRAGE,,,PEREZIUS Antoine,Auteur,,,,,,,,,,,Praelectiones in duodecim libros Codicis Justiniani imperators,,,Coloniae Allobrogum (Cologne),,Henricum-Albertum Gosse & Soc.,,,,,1740,dernière édition,Tome 2,,2,690,in-4,,,,,2e exemplaire,Bibliothèque Renardet,OUI,,,
,ancien,417,D.II.86,OUVRAGE,,,PEREZIUS Antoine,Auteur,,,,,,,,,,,Praelectiones in duodecim libros Codicis Justiniani imperators,,,Coloniae Allobrogum (Cologne),,Henricum-Albertum Gosse & Soc.,,,,,1740,dernière édition,Tome 1,,2,690,in-4,,,,,3e exemplaire,Bibliothèque Villequez,OUI,,,
,ancien,418,D.II.86,OUVRAGE,,,PEREZIUS Antoine,Auteur,,,,,,,,,,,Praelectiones in duodecim libros Codicis Justiniani imperators,,,Coloniae Allobrogum (Cologne),,Henricum-Albertum Gosse & Soc.,,,,,1740,dernière édition,Tome 2,,2,690,in-4,,,,,3e exemplaire,Bibliothèque Villequez,OUI,,,
,ancien,419,D.I.87,OUVRAGE,,,ZOESIUS Henri,Auteur,,,,,,,,,,,Commentarius in Codicem justinianeum,,,Coloniae Agrippinae (Cologne),,Andream Bingium,,,,,1660,,,,1,856,in-4,,,,,,Bibliothèque Villequez,OUI,,,
,ancien,420,D.I.88,OUVRAGE,,,BRUNNEMANN Johannes,Auteur,,,,,,,,,,,Commentarius in Codicem justinianeum,,,Friburgi (Fribourg),,Wilhelmum Smidt,,,,,1715,,Tome 1 ,,2,112,in-fol.,,,,,,Bibliothèque Villequez,OUI,,,
,ancien,421,D.I.88,OUVRAGE,,,BRUNNEMANN Johannes,Auteur,,,,,,,,,,,Commentarius in Codicem justinianeum,,,Friburgi (Fribourg),,Wilhelmum Smidt,,,,,1715,,Tome 2,,2,112,in-fol.,,,,,,Bibliothèque Villequez,OUI,,,
,ancien,422,D.I.88 bis,OUVRAGE,,,BRUNNEMANN Johannes,Auteur,,,,,,,,,,,Commentarius in quinquagenta libros pandectarum,,,Friburgi (Fribourg),,Wilhelmum Smidt,,,,,1714,nouvelle édition,Tome 2,,2,468,in-fol.,,,,,pas de tome 1,Bibliothèque Renardet,OUI,,,
,ancien,423,D.II.89,OUVRAGE,,,VAN GIFFEN Hubert,Auteur,,,,,,,,,,,Enarrationes et commentarii in VIII. Lib. Codicis Justiniani leges celebriores et difficilement,,,Francofurti ad Moenum (Francfort-sur-le-Main),,Ludovici König,,,,,1631,,,,1,[VI]-476-499-index,in-4,,,,,notes manuscrites sur la 1ère page,Bibliothèque Villequez,OUI,,,
,ancien,424,D.I.90,OUVRAGE,,,PINEL Arius,Auteur,,,,,,,,,,,Ad constitutiones cod. De bonis maternis…,,,Francofurti (Francfort-sur-le-Main),,Nicolaum Bassaeum & Ionnnem Bellerum,,,,,1573,,,,1,632,in-8,,,,,,Bibliothèque Villequez,OUI,,,
,ancien,425,D.II.91,OUVRAGE,,,PITHOEI Petri et Francisci,Auteur,,,,,,,,,,,Observations ad codicem et Novellas Justiniani imperators per Julianum translatas…,,,Parisiis (Paris),,Typographia Regia,,,,,1689,,,,1,[XIV]-746-index-70-index,in-fol.,,"oui, illisible",,oui,,Bibliothèque Villequez,OUI,,,
,ancien,426,D.II.92,OUVRAGE,,,CORNIVUS VAN BELDERN Arnold,Auteur,,,,,,,,,,,Jurisprudentiae romanae summarium seu Codicis justifiant metical enarratio,,,Amstelodami (Amsterdam),,Ludovicum & Danielem Elzevirios,,,,,1655,,,,1,[VI]-792-index-[XIV]-302,in-4,,,,,2 tomes en 1 vol.,Bibliothèque Villequez,OUI,,,
,ancien,427,D.II.93,OUVRAGE,,,CINUS DE PISTOIE,Auteur,,,,,,,,,,,Lectura Super Codice,,,Roma (Rome),,Il Cigno galileo gaulei edizioni di arte e scienza Roma,,,,,1998,,Tome 1,,2,286,in-fol.,,,,oui,"réimpression de l'édition de Francfort-sur-le-Main de 1572, exemplaire n° 129/350",,OUI,,,
,ancien,428,D.II.93,OUVRAGE,,,CINUS DE PISTOIE,Auteur,,,,,,,,,,,Lectura Super Codice,,,Roma (Rome),,Il Cigno galileo gaulei edizioni di arte e scienza Roma,,,,,1998,,Tome 2,,2,570-60,in-fol.,,,,oui,"réimpression de l'édition de Francfort-sur-le-Main de 1572, exemplaire n° 129/350",,OUI,,,
,ancien,429,D.II.94,OUVRAGE,,,BALDE,Auteur,,,,,,,,,,,Commentaria Omnia,,,Goldbach,,Keip Verlag,,,,,2004,,Tome 1,,8,332,in-fol.,,,,oui,"réimpression de Baldi Ubaldi Perusini. Juris Consulti. Commentaria, 1599, Venise.",,OUI,,,
,ancien,430,D.II.94,OUVRAGE,,,BALDE,Auteur,,,,,,,,,,,Commentaria Omnia,,,Goldbach,,Keip Verlag,,,,,2004,,Tome 2,,8,201,in-fol.,,,,oui,"réimpression de Baldi Ubaldi Perusini. Juris Consulti. Commentaria, 1599, Venise.",,OUI,,,
,ancien,431,D.II.94,OUVRAGE,,,BALDE,Auteur,,,,,,,,,,,Commentaria Omnia,,,Goldbach,,Keip Verlag,,,,,2004,,Tome 3,,8,167,in-fol.,,,,oui,"réimpression de Baldi Ubaldi Perusini. Juris Consulti. Commentaria, 1599, Venise.",,OUI,,,
,ancien,432,D.II.94,OUVRAGE,,,BALDE,Auteur,,,,,,,,,,,Commentaria Omnia,,,Goldbach,,Keip Verlag,,,,,2004,,Tome 4,,8,s.p.,in-fol.,,,,oui,"réimpression de Baldi Ubaldi Perusini. Juris Consulti. Commentaria, 1599, Venise.",,OUI,,,
,ancien,433,D.II.94,OUVRAGE,,,BALDE,Auteur,,,,,,,,,,,Commentaria Omnia,,,Goldbach,,Keip Verlag,,,,,2004,,Tome 5,,8,248,in-fol.,,,,oui,"réimpression de Baldi Ubaldi Perusini. Juris Consulti. Commentaria, 1599, Venise.",,OUI,,,
,ancien,434,D.II.94,OUVRAGE,,,BALDE,Auteur,,,,,,,,,,,Commentaria Omnia,,,Goldbach,,Keip Verlag,,,,,2004,,Tome 6,,8,208,in-fol.,,,,oui,"réimpression de Baldi Ubaldi Perusini. Juris Consulti. Commentaria, 1599, Venise.",,OUI,,,
,ancien,435,D.II.94,OUVRAGE,,,BALDE,Auteur,,,,,,,,,,,Commentaria Omnia,,,Goldbach,,Keip Verlag,,,,,2004,,Tome 7,,8,206,in-fol.,,,,oui,"réimpression de Baldi Ubaldi Perusini. Juris Consulti. Commentaria, 1599, Venise.",,OUI,,,
,ancien,436,D.II.94,OUVRAGE,,,BALDE,Auteur,,,,,,,,,,,Commentaria Omnia,,,Goldbach,,Keip Verlag,,,,,2004,,Tome 8,,8,278,in-fol.,,,,oui,"réimpression de Baldi Ubaldi Perusini. Juris Consulti. Commentaria, 1599, Venise.",,OUI,,,
,ancien,437,E.II.1,OUVRAGE,,,BARTOLO DA SASSOFERRATO (BARTOLE),Auteur,,,,,,,,,,,In primam Digesti veteris partem praelectiones. In… Infortiatum… In… Digesti novi… In… Codicem…,,,Lugduni (Lyon),,ad candisations Salamandrae insigne,,,,,1546,,Tome 1,,4,454,in-fol.,"oui, 19 décembre 1545",,,oui,,Bibliothèque Villequez,OUI,,,
,ancien,438,E.II.1,OUVRAGE,,,BARTOLO DA SASSOFERRATO (BARTOLE),Auteur,,,,,,,,,,,In primam Digesti veteris partem praelectiones. In… Infortiatum… In… Digesti novi… In… Codicem…,,,Lugduni (Lyon),,ad candisations Salamandrae insigne,,,,,1546,,Tome 2,,4,445,in-fol.,,,,oui,,Bibliothèque Villequez,OUI,,,
,ancien,439,E.II.1,OUVRAGE,,,BARTOLO DA SASSOFERRATO (BARTOLE),Auteur,,,,,,,,,,,In primam Digesti veteris partem praelectiones. In… Infortiatum… In… Digesti novi… In… Codicem…,,,Lugduni (Lyon),,ad candisations Salamandrae insigne,,,,,1546,,Tome 3,,4,462,in-fol.,,,,oui,,Bibliothèque Villequez,OUI,,,
,ancien,440,E.II.1,OUVRAGE,,,BARTOLO DA SASSOFERRATO (BARTOLE),Auteur,,,,,,,,,,,In primam Digesti veteris partem praelectiones. In… Infortiatum… In… Digesti novi… In… Codicem…,,,Lugduni (Lyon),,ad candisations Salamandrae insigne,,,,,1546,,Tome 4,,4,390,in-fol.,,,,oui,,Bibliothèque Villequez,OUI,,,
,ancien,441,E.II.2,OUVRAGE,,,BARTOLO DA SASSOFERRATO (BARTOLE),Auteur,,,,,,,,,,,Omnia quae extant opera,,,Lugduni (Lyon),,J. Sacon,,,,,1518,,Tome 1,,9,213,in-fol.,,,,oui,notes manuscrites sur la 1ère page,Bibliothèque Faculté de Droit de Dijon,OUI,,,
,ancien,442,E.II.2,OUVRAGE,,,BARTOLO DA SASSOFERRATO (BARTOLE),Auteur,,,,,,,,,,,Omnia quae extant opera,,,Lugduni (Lyon),,J. Sacon,,,,,1518,,Tome 2,,9,150,in-fol.,,,,oui,notes manuscrites sur la 1ère page,Bibliothèque Faculté de Droit de Dijon,OUI,,,
,ancien,443,E.II.2,OUVRAGE,,,BARTOLO DA SASSOFERRATO (BARTOLE),Auteur,,,,,,,,,,,Omnia quae extant opera,,,Lugduni (Lyon),,J. Sacon,,,,,1518,,Tome 3,,9,202,in-fol.,,,,oui,notes manuscrites sur la 1ère page,Bibliothèque Faculté de Droit de Dijon,OUI,,,
,ancien,444,E.II.2,OUVRAGE,,,BARTOLO DA SASSOFERRATO (BARTOLE),Auteur,,,,,,,,,,,Omnia quae extant opera,,,Lugduni (Lyon),,J. Sacon,,,,,1518,,Tome 4,,9,202,in-fol.,,,,oui,notes manuscrites sur la 1ère page,Bibliothèque Faculté de Droit de Dijon,OUI,,,
,ancien,445,E.II.2,OUVRAGE,,,BARTOLO DA SASSOFERRATO (BARTOLE),Auteur,,,,,,,,,,,Omnia quae extant opera,,,Lugduni (Lyon),,J. Sacon,,,,,1518,,Tome 5,,9,185,in-fol.,,,,oui,notes manuscrites sur la 1ère page,Bibliothèque Faculté de Droit de Dijon,OUI,,,
,ancien,446,E.II.2,OUVRAGE,,,BARTOLO DA SASSOFERRATO (BARTOLE),Auteur,,,,,,,,,,,Omnia quae extant opera,,,Lugduni (Lyon),,J. Sacon,,,,,1518,,Tome 6,,9,271,in-fol.,,,,oui,notes manuscrites sur la 1ère page,Bibliothèque Faculté de Droit de Dijon,OUI,,,
,ancien,447,E.II.2,OUVRAGE,,,BARTOLO DA SASSOFERRATO (BARTOLE),Auteur,,,,,,,,,,,Omnia quae extant opera,,,Lugduni (Lyon),,J. Sacon,,,,,1518,,Tome 7,,9,192,in-fol.,,,,oui,notes manuscrites sur la 1ère page,Bibliothèque Faculté de Droit de Dijon,OUI,,,
,ancien,448,E.II.2,OUVRAGE,,,BARTOLO DA SASSOFERRATO (BARTOLE),Auteur,,,,,,,,,,,Omnia quae extant opera,,,Lugduni (Lyon),,J. Sacon,,,,,1518,,Tome 8,,9,189,in-fol.,,,,oui,notes manuscrites sur la 1ère page,Bibliothèque Faculté de Droit de Dijon,OUI,,,
,ancien,449,E.II.2,OUVRAGE,,,BARTOLO DA SASSOFERRATO (BARTOLE),Auteur,,,,,,,,,,,Omnia quae extant opera,,,Lugduni (Lyon),,J. Sacon,,,,,1518,,Tome 9,,9,135,in-fol.,,,,"oui, planches",notes manuscrites sur la 1ère page,Bibliothèque Faculté de Droit de Dijon,OUI,,,
,ancien,450,E.I.3,OUVRAGE,,,SOMEREN Joannis,Auteur,,,,,,,,,,,Tractatus de jure novercarum,,,Trajecti ad Rhenum (Utrecht),,Gisberti à Zyll,,,,,1668,dernière édition,,,1,[XVIII]-300,in-8,,,,oui,,Bibliothèque Villequez,OUI,,,
,ancien,451,E.II.4,OUVRAGE,,,BRISSON Barnabé,Auteur,,,,,,,,,,,De formulis et solemnibus populi romani verbis…,,,s.l.,,s.n.,,,,,s.d.,,,,1,[VI]-750-index,in-4,,,,,pages manquantes au début,,OUI,,,
,ancien,452,E.II.5,OUVRAGE,,,CUJAS Jacques,Auteur,,,,,,,,,,,Opera omnia… studio et diligentia Alexandri Scot,,,Lugduni (Lyon),,Jean Pillehotte,,,,,1606,,Tome 1,,4,2358,in-fol.,oui,,,oui,,Bibliothèque Faculté de Droit de Dijon,OUI,,,
,ancien,453,E.II.5,OUVRAGE,,,CUJAS Jacques,Auteur,,,,,,,,,,,Opera omnia… studio et diligentia Alexandri Scot,,,Lugduni (Lyon),,Jean Pillehotte,,,,,1606,,Tome 2,,4,2104,in-fol.,oui,,,oui,,Bibliothèque Faculté de Droit de Dijon,OUI,,,
,ancien,454,E.II.5,OUVRAGE,,,CUJAS Jacques,Auteur,,,,,,,,,,,Opera omnia… studio et diligentia Alexandri Scot,,,Lugduni (Lyon),,Jean Pillehotte,,,,,1606,,Tome 3,,4,2277,in-fol.,oui,,,,,Bibliothèque Faculté de Droit de Dijon,OUI,,,
,ancien,455,E.II.5,OUVRAGE,,,CUJAS Jacques,Auteur,,,,,,,,,,,Opera omnia… studio et diligentia Alexandri Scot,,,Lugduni (Lyon),,Jean Pillehotte,,,,,1606,,Tome 4,,4,2063,in-fol.,oui,,,,,Bibliothèque Faculté de Droit de Dijon,OUI,,,
,ancien,456,E.II.6,OUVRAGE,,,CUJAS Jacques,Auteur,,,,,,,,,,,Œuvres posthumes,,,Lutetiae Parisiorum (Paris),,Denis de la Noüe,,"via Jacobae, au saint nom de Jésus",,,1617,,Tome 1,,4,1518,in-fol.,"oui, 29 avril 1615",,,oui,,Bibliothèque Faculté de Droit de Dijon,OUI,,,
,ancien,457,E.II.6,OUVRAGE,,,CUJAS Jacques,Auteur,,,,,,,,,,,Œuvres posthumes,,,Lutetiae Parisiorum (Paris),,Denis de la Noüe,,"via Jacobae, au saint nom de Jésus",,,1617,,Tome 2,,4,1809,in-fol.,"oui, 29 avril 1615",,,oui,,Bibliothèque Faculté de Droit de Dijon,OUI,,,
,ancien,458,E.II.6,OUVRAGE,,,CUJAS Jacques,Auteur,,,,,,,,,,,Œuvres posthumes,,,Lutetiae Parisiorum (Paris),,Denis de la Noüe,,"via Jacobae, au saint nom de Jésus",,,1617,,Tome 3,,4,2454,in-fol.,"oui, 29 avril 1615",,,oui,,Bibliothèque Faculté de Droit de Dijon,OUI,,,
